,lbp,activation function,color space,hidden nodes,accuracy,balanced accuracy,training time,testing time
152,True,Swish,cielab,3000,0.98804780876494,0.988233312082153,2.4700358,0.10707
153,True,Swish,cielab,4000,0.987051792828685,0.986971183507182,4.3485312,0.1922889
154,True,Swish,cielab,5000,0.9800796812749,0.980817011893769,5.8039993,0.2080026
155,True,Swish,cielab,6000,0.98804780876494,0.988233312082153,8.3528743,0.2189489
156,True,Swish,cielab,7000,0.98804780876494,0.988233312082153,11.0905523,0.3159992
157,True,Swish,cielab,8000,0.987051792828685,0.9872987326429,14.6293173,0.2990059
158,True,Swish,cielab,9000,0.987051792828685,0.9872987326429,20.2777598,0.4200391
159,True,Swish,cielab,10000,0.98605577689243,0.986364153203648,24.3054655,0.4288627
160,True,Swish,hsv,1000,0.997011952191235,0.996562617743385,0.4565673,0.0452877
161,True,Swish,hsv,2000,0.997011952191235,0.996562617743385,1.2070445,0.0760037
162,True,Swish,hsv,3000,0.99800796812749,0.99748427672956,2.6696373,0.120017
163,True,Swish,hsv,4000,0.99800796812749,0.99748427672956,3.9481798,0.1710003
164,True,Swish,hsv,5000,0.997011952191235,0.996558350803634,5.7740948,0.1905526
165,True,Swish,hsv,6000,0.997011952191235,0.996558350803634,8.0454734,0.2740188
166,True,Swish,hsv,7000,0.997011952191235,0.996558350803634,13.0559544,0.3050185
167,True,Swish,hsv,8000,0.997011952191235,0.996558350803634,15.0860237,0.3268883
168,True,Swish,hsv,9000,0.997011952191235,0.996558350803634,19.2365399,0.355098
169,True,Swish,hsv,10000,0.997011952191235,0.996558350803634,24.9952314,0.376
170,True,Swish,rgb,1000,0.972111553784861,0.973435086491042,0.4503734,0.0376377
171,True,Swish,rgb,2000,0.970119521912351,0.971255565869647,1.2608598,0.0920018
172,True,Swish,rgb,3000,0.970119521912351,0.971255565869647,2.3282708,0.1119765
173,True,Swish,rgb,4000,0.970119521912351,0.971255565869647,4.1649558,0.1559584
174,True,Swish,rgb,5000,0.972111553784861,0.973448006944119,6.1805453,0.1990897
175,True,Swish,rgb,6000,0.969123505976096,0.970320986430394,8.1291434,0.2290789
176,True,Swish,rgb,7000,0.970119521912351,0.971255565869647,12.5924231,0.2743637
177,True,Swish,rgb,8000,0.969123505976096,0.970320986430394,14.9247821,0.3468559
178,True,Swish,rgb,9000,0.969123505976096,0.970320986430394,18.6773502,0.3897346
179,True,Swish,rgb,10000,0.969123505976096,0.970320986430394,25.0740953,0.4515403
